DATE 	LAT 	LON 	magni 	DEPTHkm 	REGION
27-MAY-2012 10:10:32 	-10.44 	-75.45 	4.6 	40.6 	CENTRAL PERU
27-MAY-2012 10:09:25 	38.37 	142.32 	4.6 	38.0 	NEAR EAST COAST OF HONSHU, JAPAN
27-MAY-2012 09:29:58 	33.88 	72.80 	4.6 	48.4 	PAKISTAN
27-MAY-2012 09:27:11 	-40.68 	155.91 	4.7 	14.7 	SOUTHEAST OF AUSTRALIA
27-MAY-2012 09:21:57 	-2.85 	100.27 	4.6 	46.4 	SOUTHERN SUMATERA, INDONESIA
27-MAY-2012 09:15:39 	17.10 	-95.08 	4.0 	120.2 	OAXACA, MEXICO
27-MAY-2012 07:49:54 	40.86 	145.16 	4.8 	10.0 	OFF EAST COAST OF HONSHU, JAPAN
27-MAY-2012 07:45:00 	18.11 	-64.86 	4.3 	4.1 	VIRGIN ISLANDS
27-MAY-2012 07:40:45 	50.65 	176.10 	4.4 	10.0 	RAT ISLANDS, ALEUTIAN ISLANDS
27-MAY-2012 05:21:36 	-13.66 	-76.13 	4.5 	72.3 	NEAR COAST OF PERU
27-MAY-2012 03:50:21 	-2.82 	100.16 	5.2 	37.7 	SOUTHERN SUMATERA, INDONESIA
27-MAY-2012 03:19:49 	72.99 	5.99 	4.3 	10.0 	NORWEGIAN SEA
27-MAY-2012 01:49:53 	38.52 	144.77 	4.4 	35.0 	OFF EAST COAST OF HONSHU, JAPAN
26-MAY-2012 23:45:20 	13.29 	147.12 	4.2 	35.0 	SOUTH OF MARIANA ISLANDS
26-MAY-2012 23:12:11 	17.01 	147.62 	4.0 	35.0 	MARIANA ISLANDS REGION
26-MAY-2012 21:48:10 	26.91 	140.06 	6.0 	487.4 	BONIN ISLANDS REGION
26-MAY-2012 21:46:20 	18.85 	-63.28 	4.0 	3.0 	LEEWARD ISLANDS
26-MAY-2012 20:53:01 	1.65 	-90.68 	4.7 	10.0 	GALAPAGOS ISLANDS REGION
26-MAY-2012 20:41:50 	-24.41 	-69.31 	4.5 	72.3 	NORTHERN CHILE
26-MAY-2012 20:00:26 	26.96 	140.28 	4.7 	490.1 	BONIN ISLANDS REGION
26-MAY-2012 19:00:20 	15.82 	-98.63 	4.0 	17.6 	OFF COAST OF GUERRERO, MEXICO
26-MAY-2012 18:45:23 	0.15 	92.11 	4.4 	10.0 	OFF W COAST OF NORTHERN SUMATERA
26-MAY-2012 18:13:02 	-6.35 	130.17 	4.8 	127.7 	BANDA SEA
26-MAY-2012 17:54:18 	-30.83 	-177.99 	5.0 	26.8 	KERMADEC ISLANDS, NEW ZEALAND
26-MAY-2012 17:18:01 	-4.90 	103.03 	5.0 	60.2 	SOUTHERN SUMATERA, INDONESIA
26-MAY-2012 11:15:45 	16.97 	147.23 	4.9 	40.8 	MARIANA ISLANDS REGION
26-MAY-2012 08:58:54 	-55.47 	-29.71 	4.6 	10.0 	SOUTH SANDWICH ISLANDS REGION
26-MAY-2012 08:54:06 	34.74 	24.62 	4.5 	32.0 	CRETE
26-MAY-2012 08:52:13 	34.67 	24.59 	4.1 	30.0 	CRETE
26-MAY-2012 08:51:57 	-7.47 	-97.71 	4.5 	10.0 	SOUTHWEST OF GALAPAGOS ISLANDS
26-MAY-2012 08:21:26 	-37.18 	178.85 	4.0 	17.8 	OFF E. COAST OF N. ISLAND, N.Z.
26-MAY-2012 07:08:45 	0.65 	92.76 	4.5 	10.0 	OFF W COAST OF NORTHERN SUMATERA
26-MAY-2012 04:24:31 	-20.80 	-174.25 	4.3 	10.0 	TONGA ISLANDS
26-MAY-2012 04:21:05 	12.90 	92.01 	4.3 	26.7 	ANDAMAN ISLANDS, INDIA
26-MAY-2012 03:59:45 	36.00 	70.72 	4.3 	107.6 	HINDU KUSH REGION, AFGHANISTAN
26-MAY-2012 03:27:03 	85.94 	32.19 	4.7 	10.0 	NORTH OF SVALBARD
26-MAY-2012 03:25:19 	85.85 	27.73 	4.4 	10.0 	NORTH OF SVALBARD
26-MAY-2012 02:47:22 	85.88 	27.00 	4.2 	10.0 	NORTH OF SVALBARD
26-MAY-2012 02:30:26 	45.75 	26.71 	4.0 	120.5 	ROMANIA
26-MAY-2012 01:19:28 	13.55 	-92.04 	4.6 	65.1 	OFF COAST OF CHIAPAS, MEXICO
26-MAY-2012 00:51:28 	-20.80 	168.63 	5.1 	26.5 	LOYALTY ISLANDS
25-MAY-2012 22:12:23 	-37.65 	-73.55 	4.2 	12.5 	NEAR COAST OF CENTRAL CHILE
25-MAY-2012 21:36:07 	1.36 	91.62 	4.1 	10.0 	NORTH INDIAN OCEAN
25-MAY-2012 21:24:16 	50.20 	178.91 	4.0 	45.4 	RAT ISLANDS, ALEUTIAN ISLANDS
25-MAY-2012 21:10:54 	-32.36 	-179.22 	4.4 	88.3 	SOUTH OF KERMADEC ISLANDS
25-MAY-2012 20:42:52 	1.20 	91.66 	4.6 	10.0 	NORTH INDIAN OCEAN
25-MAY-2012 19:46:59 	-1.21 	-103.44 	4.6 	13.4 	CENTRAL EAST PACIFIC RISE
25-MAY-2012 19:27:16 	73.11 	5.56 	4.3 	10.0 	GREENLAND SEA
25-MAY-2012 18:36:10 	38.96 	144.43 	4.6 	4.2 	OFF EAST COAST OF HONSHU, JAPAN
25-MAY-2012 18:20:08 	-19.08 	-173.72 	5.2 	43.7 	TONGA ISLANDS
25-MAY-2012 18:10:43 	-33.08 	-178.46 	5.0 	40.3 	SOUTH OF KERMADEC ISLANDS
25-MAY-2012 16:36:56 	1.89 	89.57 	4.5 	14.7 	NORTH INDIAN OCEAN
25-MAY-2012 14:57:56 	1.83 	97.87 	4.3 	62.0 	NORTHERN SUMATERA, INDONESIA
25-MAY-2012 13:14:04 	44.86 	11.14 	4.2 	10.0 	NORTHERN ITALY
25-MAY-2012 12:53:09 	73.11 	5.37 	4.5 	10.0 	GREENLAND SEA
25-MAY-2012 12:10:20 	-30.65 	-176.55 	5.1 	37.4 	KERMADEC ISLANDS REGION
25-MAY-2012 11:22:43 	38.23 	38.62 	4.3 	11.6 	TURKEY
25-MAY-2012 07:26:18 	50.04 	-130.26 	4.1 	10.0 	VANCOUVER ISLAND REGION
25-MAY-2012 06:23:29 	52.34 	-172.03 	4.7 	78.5 	ANDREANOF ISLANDS, ALEUTIAN IS.
25-MAY-2012 04:36:09 	-22.38 	-174.29 	4.4 	43.9 	TONGA ISLANDS REGION
25-MAY-2012 04:13:13 	72.95 	5.81 	4.1 	10.0 	NORWEGIAN SEA
25-MAY-2012 04:01:36 	72.90 	5.54 	4.9 	10.0 	NORWEGIAN SEA
25-MAY-2012 03:59:27 	37.64 	141.59 	4.6 	39.1 	NEAR EAST COAST OF HONSHU, JAPAN
25-MAY-2012 03:11:39 	18.08 	93.36 	4.3 	35.0 	MYANMAR
25-MAY-2012 02:44:50 	-43.47 	172.81 	5.2 	10.1 	SOUTH ISLAND, NEW ZEALAND
25-MAY-2012 02:14:30 	1.32 	-100.84 	4.1 	10.0 	GALAPAGOS TRIPLE JUNCTION REGION
25-MAY-2012 01:29:16 	23.90 	122.49 	4.2 	10.0 	TAIWAN REGION
25-MAY-2012 00:25:55 	72.94 	5.52 	5.0 	10.0 	NORWEGIAN SEA
24-MAY-2012 23:46:17 	72.94 	5.52 	4.7 	10.0 	NORWEGIAN SEA
24-MAY-2012 23:05:04 	19.08 	39.17 	4.4 	10.0 	RED SEA
24-MAY-2012 22:58:39 	72.99 	5.65 	4.1 	10.0 	NORWEGIAN SEA
24-MAY-2012 22:54:43 	72.92 	5.81 	4.1 	10.0 	NORWEGIAN SEA
24-MAY-2012 22:47:46 	72.96 	5.71 	6.2 	10.0 	NORWEGIAN SEA
24-MAY-2012 19:39:28 	14.43 	93.31 	4.9 	46.3 	ANDAMAN ISLANDS, INDIA
24-MAY-2012 19:18:54 	-36.92 	-70.47 	5.4 	150.4 	CHILE-ARGENTINA BORDER REGION
24-MAY-2012 18:49:38 	6.75 	-73.15 	4.3 	146.7 	NORTHERN COLOMBIA
24-MAY-2012 18:19:40 	-7.33 	147.11 	5.0 	38.9 	EASTERN NEW GUINEA REG., P.N.G.
24-MAY-2012 17:40:53 	39.39 	143.61 	4.5 	10.0 	OFF EAST COAST OF HONSHU, JAPAN
24-MAY-2012 17:07:12 	28.72 	66.67 	4.2 	10.0 	PAKISTAN
24-MAY-2012 16:49:13 	-57.91 	-25.55 	4.7 	69.4 	SOUTH SANDWICH ISLANDS REGION
24-MAY-2012 15:33:48 	-27.52 	-71.03 	5.0 	23.3 	NEAR COAST OF NORTHERN CHILE
24-MAY-2012 14:22:10 	15.82 	59.74 	4.2 	10.1 	OWEN FRACTURE ZONE REGION
24-MAY-2012 13:46:30 	5.32 	94.47 	4.6 	66.5 	NORTHERN SUMATERA, INDONESIA
